,review_text,verified_purchase
448,one favourit chocol ice cream especi love dark chocol fish expens though would buy offer,False
449,smell love job,False
450,subtl prefer love fragranc linger perfum creami lather doesnt dri hand dock star bottl pump recycl offer bottl without pump could reus pump,False
451,great handwash smell delight put next wash hand basin drip leav hand fresh clean great buy,False
452,thick creami smelt fresh,False
453,frozen pear scent realli pleasant,False
454,sent review gave hubbi tri hubbi realli like creami textur love smell overpow,False
455,fantast cream look feel like sauna outstand bodi turkey neck find store bottl upsid gentli shake still upsid graviti vastli help releas cream bottl,False
456,nightli treat perfect,False
457,might need tini bit smell littl overpow tbh remind loo cleaner,False
458,your look super moistur bodi wash leav super soft,False
459,kid sensit doesnt irrit us great last scent littl bit goe long way bottl last price reason compar similar,False
460,bodi wash soft origin dove origin smell love prefer smell cucumb green tea deep mostur bodi wash mean definetli work great mostureris prefer one still recommend good,False
461,love bodi get super dri winter help reduc fyi,False
462,winter help keep moistur find need follow lotion shower get dri work well inexpens like plain scent well,False
463,dove deep moistur shave pretti much entir bodi amaz best smoothest shave ever soft,False
464,feel like im realli get clean love lotion feel overli price,False
465,tri vaselin bodi lotion think favourit one far smell divin overpow lotion glide sink rub leav oili residu absorb lotion soon appli notic huge differ sinc definit lotion everi day review collect part promot,False
466,tri impress smell nice left feel fresh soft would highli recommend moisturis dri made real differ gone dri soft smooth review collect part promot,False
467,love soft feel cold winter month especi help,False
468,absolut fantast find goe dri winter weather central heat tri vaselin intens care moisturis realli dealt well dri includ elbow knee realli super dri place glide like dream super moisturis smell like summer spent lay beach highli recommend review collect part promot,False
469,ive time morn night shower fresh scent leav cool fresh feel id especi love holiday sun left feel smooth quit radiant definit continu review collect part promot,False
470,love love fresh smell leav sticki residu amaz dri everyday moistur leav feel fresh soft invigor great price nice colour bottl review collect part promot,False
471,got week ago everyday sinc feel soft moisturis dri day like previou one lotion lightweight oili blend realli nice smell great would deco recommend cream everyon men women review collect part promot,False
472,day realli like bodi moisturis heavi still manag moisturis well without leav greasi cucumb fragranc realli nice fresh help wake shower without overpow review collect part promot,False
473,nice alo scent smooth nice light absorb take get dri accustom richer moistur tend leav residu actual leav feel smooth soft whole day also like fact could moisturis quickli without spend age smooth wait absorb good review collect part promot,False
474,realli like seem moisturis better bodi lotion tri seem help stay moisturis longer hand cream well even make differ dri hand would recommend review collect part promot,False
475,love amaz son suffer dri especi winter sore last week cream leg bodi improv vastli smell love smooth appli rub perfectli without residu would recommend other would definit buy review collect part promot,False
476,week given realli bad spot also dri would recommend sensit,False
477,oili find moisturis offer spf protect without leav greasi film challeng sink well make shini critic uva star rate,False
478,year work realli well damag cloth left residu cloth keep cloth good condit colour irrit sensit way persil silk wool year realli good look amazon supermarket week row realis cost amazon pantri wash silk wool linen item silk wash wash machin set think come follow degre c light action low spin cycl import hard spin wool silk ruin fibr hang dri item either hand wash dri clean item quit honestli strength hand wash wish dri clean work well year deterg,False
479,goof,True
480,actual good practic pot keep hot easi make,True
481,realli happi good qualiti valu recommend seller issu would highli recommend,True
482,larg bottl shampoo improv hair shini clean terrif famili group student ml last month tresemm superb brand afford price speedi deliveri good packag arriv extra bubbl wrap around bottl,True
483,make hair oili ye protect blow dri last long next day need shower,True
484,great valu money good hair type hous hair rang toddler girl normal boy curli boy hair fine thin thick long hair highlight hair clean soft neg shape bottl make hard wet soapi hold one hand squeez hand also lid close properli dri block hard clean,False
485,nice smell,True
486,smell love,True
487,good valu,True
488,good valu pack fast servic,True
489,best deodor brand alway deliv smell amaz,True
490,good valu price,True
491,good valu,True
492,great bo beater smell nice,False
493,realli work well pleasant smell stain cloth excel,True
494,love comfort smell fresh,True
495,smell gorgeou huge bottl last age bought stock purchas leav cloth smell love,True
496,good,True
497,smell nice soft static free,True
498,like unperfum vital import littl bunni rabbit point view ye like thing clean soft henc babysoft condition perfum stronger would troubl bodi offend naturu scent live fresh hay eat rose petal imagin beauti littl bunni self smell fake perfum would send scent gland overdr would compel mark everyth reason pass thr bunni test soft unscent perfect mr bunni sez,True
499,smell nice leav cloth smell nice fresh got last long big bottl pleas purchas,True
500,smell good keep pit dri go wrong dove deodor,True
501,expect,True
502,shower gel,True
503,excel price size especi much mr poor,True
504,excel valu price fact bought,True
505,love smell last age cloth,True
506,great,True
507,great multi pack subscript,True
508,better half want cheaper bought local,True
509,say job pleas purchas definit buy,True
510,work expect,True
511,hard get hand think got enough small amount keep hair place think three tub last long time,True
512,purchas cheap realli forgotten bad tast like chew old wet rope hope kid like get home school ha ha ha cours lie say tast great,True
513,handi thing keep cupboard perfect quick snack great price pack order arriv expect pack well,True
514,marmit sausag instead mustard addict,True
515,good price fast deliveri,True
516,keep home fresh clean,True
517,like,True
518,absolut love comfort creation fabric condition smell realli nice make whole hous smell wonder deal save quid bulk buy well worth buy one happi custom buy need get tempt everytim,True
519,best shampoo ever make hair shini soft full bodi tini bit goe long way bottl last month wonder stuff love,True
520,brilliant qualiti price,False
521,absolut love deodor much cheaper buy line,True
522,good valu big pot,True
523,,True
524,love scent get offer massiv bonu alway leav wash smell beauti fresh hang bed sheet radiat dri whole hous perfum love,True
525,realli pleas condition smell love good offer could leav cloth littl softer overal good,True
526,love smell howev bottl half full,True
527,bought bulk still work way shall buy,True
528,qualiti expect persil pod dissolv properli low temperatur overload machin rememb put pod back machin find bit semi melt pod machin wors cloth,True
529,buy anyth els,True
530,keep wash machin go,True
531,excel valu,True
532,good,True
533,qualiti,True
534,time alway larg load job smell better other recent,True
535,alway go persil non bio cheap alway leav lumpi larg residu behind,True
536,read detail correctli small bottl total litr expens quantiti lt bottl,True
537,read post amazon sell wash send larger one decid order small bottl advertis sure worth bottl shop sell larger one p extra love spell fabric softer need littl amount,True
538,excel valu money,True
539,brilliant price happi purchas last,True
540,wife happi,True
541,got luvli smell save carri home shop much easi deliv mistak order wrong size need wash worri l doubl check next x,True
542,tini littl bottl worth money,True
543,treat much appreci husband current portug miss english tea perfect deliveri spot thank,False
544,tan sunb spray tan take thought would tri within coupl week could see clear differ friend famili could also see,True
545,effect wash pod,True
546,perfect persil best fast deluveri,True
547,go wrong paid pack,True
548,although great price come sever allergi idea problem,True
549,smell divin definit recommend,True
550,happi worth moeni,True
551,bought save lumber home larg bottl supermarket decant exist contain could tell straight away concentr one normal buy despit fill condition compart wash machin towel soft unlik other one bought manufactur label,True
552,alway comfort,True
553,know actual comfort pure fabric condition label whatsoev unprofession buy could anyth,True
554,seem miss bottl,True
555,job,False
556,famili love marshmallow particularli good,False
557,ice cream smooth indulg marshmallow mostli bottom half pot realli add much term flavour textur would buy occasion treat,False
558,whole famili realli enjoy ice cream realli love textur plenti chocol fish may littl sweet realli like,False
559,ice cream nice differ textur within isnt chocolatey look littl expens nice treat favourit bit marshmallow bit within ice cream,False
560,love ice cream nice chunk chocol love flavour difficult eat entir tub,False
561,usual buy mr muscl one ill go back,False
562,great first time bath shave leg lotion greasi left leg smell feel fab wait take holiday hydrat day sun review collect part promot,False
563,winter realli take toll moisturis wonder soak fast greasi realli refresh alo scent well everyth need well water base probabl best oili normal dri great pretti sensit caus problem howev also contain palm oil palm oil brilliant ingredi lot wonder thing moment rare ethic sourc issu unilev big big player need address issu review collect part promot,False
564,tri total impress soft left refresh touch well smell suffer dri made differ time review collect part promot,False
565,decidedli smaller normal magnum raspberri newsweek two layer chocol sweet much quantiti,False
566,gentl love lather keen fragranc would tri other rang,False
567,mani thank ocado free trial got husband test big bottl last quit long time gel rather liquid mean easier deal fragranc quit subtl definit recognis cedarwood quit popular men bath,False
568,wouldnt normal choos chocol ice cream husband isnt fan either howev quit taken think tub disappear quickli,False
569,receiv tub tri dessert sunday lunch one tub suffici us children love cours gave million star particularli enjoy count mani chocol fish found thought realli nice chocol ice cream plenti chocol fish much expect didnt realli think lot caramel marshmallow content shame would howev buy,False
570,want sweet rich chocol ice cream hit spot,False
571,bought think ordinari simpl cleans wipe packag even exfoli wipe find good quit dri actual wipe dri mean leav dri good,False
572,ms get burnt fron bladder weak oil gel keep protect better plu smell nice,False
573,good excel everi day,False
574,shower gel smell nice quit thick runni like gel would definit buy,False
575,great concentr good linger fragranc bonu bottl made percent recycl plastic,False
576,famili love great chocol ice cream kid enjoy find fish last long household wonder treat,False
577,everyon love buy,False
578,moisturis daili year alway great price howev recent formula chang mean sting slightli appli caus dermat flare around eye compar ingredi think possibl due inclus bromo nitropropan diol dissapoit alway super reliabl even picki hope chang formula back otherwis buy,False
579,tri happi make hair soft,False
580,wow love much smell amaz linger ive notic cream dont love non greasi appli anoth good thing love cream ive found work help dri get patch face brill review collect part promot,False
581,would much recommend feel soft smooth believ continu long term would see massiv benefit bottl huge would last long time review collect part promot,False
582,would bought although like vaselin one never appeal smell realli nice goe onto realli well soak realli nice leav residu like review collect part promot,False
583,smell gorgeou kitchen certainli buy futur great hand wash lather well non dri,False
584,husband deoder found applic uncomfort arm sting sensat quit,False
585,pour kitchen sink drain left overnight drainag better morn got essenti waitros drain unblock day later job,False
586,like chocol icecream good one good textur well,False
587,love creami good chocol flavour contain gmo,False
588,alway cif thought great howev micro granul long plastic care caus fine scratch wari stainless steel,False
589,chang great option start,False
590,best stock ever unless make gravi richer wonder flavour without,False
591,shame contain palm oil albeit label fat would thought would reformul given public,False
592,husband favorit imposs find previou sourc check target thank,False
593,realli impress first time self tan nervou would turn work perfectli gradual tan build light textur dri quickli stain streak love,False
594,love subtl soft colour pale medium dark dove scent fake tan smell far day row twice weekli keep rub gentli till absorb,False
595,regular user number simpl impress refresh shower gel suffer quit dri winter brand shower gel sometim act harshli leav quit dri flaki especi face howev simpl shower gel case irrit face leav complexion look clearer feel soft size bottl adequ everyday regular although packag quit mild job would definit choos shower gel choic littl bit goe long way pleasent scent review collect part promot,False
596,love shower morn moreov realli fresh shower gel first thing need great day simpl refresh shower gel exactli look someth simpl non odor refresh shower gel perfect blend ingredi clean energis perfect even sensit review collect part promot,False
597,got day ago alreadi mani time might think refresh shower gel quit liquid form could feel cucumb extrat found great often say thing bottl truli mean wherea simpl one secondli smell amaz badli act upon think good might pleas other well review collect part promot,False
598,love simpl rang great sensit never tri shower gel shower gel continu left feel fresh know best make like recommend review collect part promot,False
599,alway simpl got notif request pleas alway simpl produc anoth great say tin react well simpl pleas shower gel review collect part promot,False
600,simpl refresh shower gel person u like daughter enjoy love ask buy u finish review collect part promot,False
601,realli good shower gel sensit u overwhelm fragranc lot shower gel caus irrit without us even realis simpl shower gel foam well u dri yet still refresh review collect part promot,False
602,like rest simpl rang realli kind pretti sensit great would defintley recommend other simpl design work well review collect part promot,False
603,simpl shower gel clear gel lather realli realli well much feel clean like simpl perfum pretti much odourless hint cucumb smell feel realli natur whilst also make feel clean definit buy review collect part promot,False
604,alway big fan simpl shower gel never disappoint one smell realli love feel nice kind perfect everyday would alway recommend friend review collect part promot,False
605,love shower gel mostli simplic fact contain nasti chemic scent simpl smell bit like soap foam nice leav soft hydrat review collect part promot,False
606,shower gel realli simpl small amount creat love thick lather left feel incred clean soft refresh perfum clean fresh smell irrit review collect part promot,False
607,got husband chang classic lynx deodor much smell overpow clean smell last day,False
608,dri itchi scali matter noth help switch dove deep moistur bodi wash commerci right chang first soft itch stop feel like differ person love,False
609,bodi lotion gener size last long time therefor great valu money smooth appli leav sticki film smell nice low key realli great everyday review collect part promot,False
610,iv vaselin intens care alo sooth bodi lotion coupl time far pleasant smell soak quickli far impress would recommend friend famili review collect part promot,False
611,work like magic,True
612,great valu money great buy think twice,True
613,clean hair well though,True
614,good valu,True
615,big bottl low cost let go deep,True
616,thought get bargain found cheaper elsewher,True
617,absolut indistinguish finest dairi vanilla ice cream sweet milki tast proper ice cream textur fulli vegan fun fool dairi eat friend believ dairi,False
618,like lather nice love subtl fragranc left hand feel soft clean would definit purchas good valu,False
619,decent size bottl firm lid smell subtl quit nice gel firm enough wash,False
620,love fresh,False
621,obvious chocol ice cream like,False
622,realli enjoy creami ice cream plenti chocol fish piec,False
623,realli love rich creami ice cream went great kid good size tub probabl treat time purchas,False
624,nice flavour although sweet textur seem littl artifici,False
625,good look good price big good size,False
626,snack,True
627,great valu good servic,True
628,brilliant valu money,True
629,love love,True
630,like smell lather well littl goe long way,True
631,long last scent bare sweat,True
632,larg pack work cheaper shop order,True
633,deodor last year far best one everi could without alway problem sweat grow given much confid,False
634,expect,True
635,origin smell teenag,False
636,treat thank ocado send review chocolatey ice cream nice extra like chocol fish marshmallow indulg love occasion treat,False
637,sent review love new style bottl stand bit shower gel nice consist produc good lather great fresh scent lot men toiletri heavi scent subtl realli like buy futur,False
638,feel nice hand aroma isnt cloy,False
639,conveni,True
640,alway bulk buy tresmemm amazon,True
641,tast horribl hard,True
642,first love left say bigger jar would nice,True
643,littl bit rough know thought would soft,True
644,like awesom long last qualiti smell dove men fraction price,False
645,fantast buy speedi deliveri,True
646,great price larg shampoo tresemm good shampoo love,True
647,bottl side seal broken leak box stuff,True
648,love smell wash great unfortun agre,True
649,spill everywher box pleas tell look like drop box came shaken lid even tidi absolut disgust contact amazon ok terribl,True
650,actual good practic pot keep hot easi make,True
651,kid love great chocol flavour,False
652,ice cream classic enjoy young children love like count mani chocol fish got usual lot,False
653,probabl least favourit ben jerri ice cream sickli chocolati still get eaten smile face better flavour,False
654,great everyday moisturisor type quit runni textur mean easi spread across bodi smell fresh subtl blend quickli review collect part promot,False
655,whenev never contain white chocol one,False
656,one mani favourit,False
657,absolut gorgeou rich gooey marshmallowey good bonu get phish,False
658,children love flavour think novelti chocol fish find bit sickli sweet ok small quantiti,False
659,hard water problem ad tap water old iron iron water love scent keep iron develop limescal,False
660,ive simpl sensit allerg certain howev ive come rash face hasnt gone day,False
661,happi chose buy incred sooth refresh appli whole bodi everi inch felt soft smooth last day good amount bottl definit everi day bought two good,False
662,realli impress first time self tan nervou would turn work perfectli gradual tan build light textur dri quickli stain streak love,False
663,husband favorit imposs find previou sourc check target thank,False
664,cooki dough best ben jerri tasti stop start,False
665,what like creami chocol tast big hunk chocol,False
666,love size magnum much better dessert hous full size magnum mint person favourit flavour,False
667,excel buy,True
668,wrong,False
669,liter curri powder anyth noodl besid sachet bare edibl,True
670,like condition,True
671,fast diliveri nice pack make wash fresh clean,True
672,open liquid came box lid snap,True
673,excel buy,False
674,say tasti beef tomato add grate cheddar chees mix nd time let sit minut regret,True
675,tri yet smell nice,True
676,recent develop eczema first time due allerg reaction would wake sever time night claw arm leg stop itch read label store saw accept nation eczema decid give tri next day itch toler fifth day red swell gone still everi day feel better day thank,False
677,quit enjoy conceal moment coverag quit light usual appli eye etc foundat brighten face job well complaint far review collect part promot,False
678,stone need pot pot help munchi must stone give stuff star quick easi may made real food expect depend definit real food wish anoth pot munchi must talk pot,True
679,good deal,False
680,sweet small portion make indulg treat pretti much perfect,False
681,mean guy amaz littl chocci fish secret deposit marshmallow make everi bite delici adventur joy love,False
682,usual flavour tri chang pleasantli supris,False
683,thoroughli recommend great clean smell,False
684,cheapest found quantiti get hope back offer soon,True
685,deodor ever done past year straight,False
686,buy year clean hydrat notic feel nice soft cool brighter love recommend peopl tri realli good go review collect part promot,False
687,best makeup wipe ever tri wear quit layer waterproof mascara usual take nightmar remov without effort moist eye area sensit sting actual wipe good size take foundat mascara one wipe make pack last lot longer packag also nice fun alway bonu review collect part promot,False
688,repair dri end incred,True
689,exactli would buy shop better valu,True
690,buy year clean hydrat notic feel nice soft cool brighter love recommend peopl tri realli good go review collect part promot,False
691,kcal definit soup calori control diet,True
692,grate valu money,True
693,burst transit,True
694,leav cloth smell love keep soft,True
695,recommend,True
696,autoimmun diseas call dermatomyos caus dri itchi occasion scratch much break lotion god send top dm pregnant belli leav soft everi night shower,False
697,happi tri make wipe sensit make wipe good tri lot differ brand best tri far definit go continu buy review collect part promot,False
698,super easi gym bag take makeup work good job take makeup without irrit leav smear face smell nice review collect part promot,False
699,man favourit love smell,True
700,happi tri make wipe sensit make wipe good tri lot differ brand best tri far definit go continu buy review collect part promot,False
701,absolut love tan tri mani gradual moisteris tan lost count often go streaki tan make go orang smell aw one never write review smell love morn tan smell shower gone streaki build nice look great,False
702,live jar never goe date thing would take emigr,False
703,tub never last long hous delici especi littl chocol fish incred moreish realli nice ice cream sweet,False
704,absolut delici strang kid fan definit,False
705,eas obviou advantag cloth come smell great howev effect seem good persil non bio liquid normal,False
706,perfect stay moist packet instead dri,True
707,glad tri wipe search right one month micellar wipe realli big brilliant great smell job remov make realli well amaz definit buy review collect part promot,False
708,love micellar water clean makeup micellar wipe amaz job size wipe superb clean whole face neck one go feel clean soft fresh get kind reaction win win peopl bit sensit wipe full moistur remov waterproof mascara nice easili best part wipe nasti safe gentl overal must everi one review collect part promot,False
709,receiv today oh god great took make easili wipe soft love compar wipe definit buy review collect part promot,False
710,blemish prone good qualiti face wash essenti simpl leav feel refresh revitalis everi morn everi even gentli cleans remov make impur perfect sensit love review collect part promot,False
711,like made face feel refresh good kind contain artifici perfum colour would make suitabl sensit recommend much review collect part promot,False
712,got keep quit clean strong smell alcohol make feel better quit sensit easi wash also see contain review collect part promot,False
713,one afford yet effect facial wash ever tri leav feel refresh cleans feel dryness sure cult skincar would definit repurchas review collect part promot,False
714,smell realli pleasant,True
715,whole famili love ice cream,False
716,got keep quit clean strong smell alcohol make feel better quit sensit easi wash also see contain review collect part promot,False
717,absolut nutrit whatsoev even feel like your eat rubbish bit never less moreish quick conveni need eat someth fli,False
718,chicken mushroom pie filler thought would add nice flavour ad salt lot pie filler ruin chuck bin plu layer tongu miss tast like season top like u accident swallow sea water,False
719,love smellllllll,True
720,alway fan micellar water year saw simpl creat wipe made micellar water purchas quit sensit therefor like gentl therefor simpl definit prefer brand wipe great quickli take make long day leav feel truli clean cleans review collect part promot,False
721,nice wipe take whole make beed scrib face hurt good wet yet dri moisturis well leav smooth nice look review collect part promot,False
722,gentl feel like water even get eye remov everi trace make wear quit heavi eye make remov immedi without fail leav feel clean refresh review collect part promot,False
723,happi wipe wipe remov make cleans face wipe perfect sensit remov make unclog pore need one wipe buy wipe one go defiantli wipe long term review collect part promot,False
724,foundat realli love light smooth easi appli last day long reappli pump featur allow right amount one face bottl nice shape small enough fit make bag without problem review collect part promot,False
725,wash work well remov make eas realli gentl left feel soft clean fragranc work well sensit review collect part promot,False
726,absolutelli love simpl one particular go come clean face mosturis formula leav clean smooth smell delic see differ wash face water wash face review collect part promot,False
727,found face wash kind normal feel dri wash face surpris gentli clean dryness rather feel soft smooth review collect part promot,False
728,start day ago notic big differ break out mostli get tini annoyiji spot nose make look radiant smooth sensit massiv help usual facial wipe serious consid switch wash instead wipe occas review collect part promot,False
729,last day facial wash great get excess make face without strip natur oil great add care routin morn night leav feel clean fresh review collect part promot,False
730,consciou put face sensit simpl fantast sure ad addit soap light wash face well leav dri itchi feel smooth moistur great look someth good help clear right review collect part promot,False
731,old favourit never disappoint,False
732,revolt tast noth like real vanilla ice cream actual couldnt eat straight bin cant understand good review,False
733,ice cream creami delici chocol right bottom cornet,False
734,happi wipe wipe remov make cleans face wipe perfect sensit remov make unclog pore need one wipe buy wipe one go defiantli wipe long term review collect part promot,False
735,usual standard,True
736,condition year other often comment take wash nice smell leav linger fragranc like perfum chemic overpow like other great job soften notic chang brand run star star price consist amazon alway amazon price fluctuat mani differ reason particulr item rang watch price easili buy shop stock never buy cost,True
737,thankyou thought would,True
738,great got month ago mayb help hydrat got rid makeup worn overal would recommend other continu,False
739,wow amaz differ unbeliev definit buy mani compliment good look recommend friend famili review collect part promot,False
740,love wipe long rememb take makeup even waterproof mascara iritatw face eye doesnt feel tight afterward love review collect part promot,False
741,excel wipe perfect sensit remov make make red feel sore chang perfect go makeup remov review collect part promot,False
742,brilliant take away make sin burn face brilliant sensit would recommend anyon need wipe requir micellar water give extra cleans factor review collect part promot,False
743,bought facial wipe week ago packag pretti appeal howev wipe soft face compar brand also found fulli remov makeup wear still trace find remov makeup easili brand review collect part promot,False
744,feel fresh feel soft refresh clean easi appli wash lather easili realli clean harsh chemic facial wash feel great review collect part promot,False
745,face wash year love realli gentl great sensit also get rid makeup whole famili keep buy recommend everyon review collect part promot,False
746,consciou put face sensit simpl fantast sure ad addit soap light wash face well leav dri itchi feel smooth moistur great look someth good help clear right review collect part promot,False
747,start day ago notic big differ break out mostli get tini annoyiji spot nose make look radiant smooth sensit massiv help usual facial wipe serious consid switch wash instead wipe occas review collect part promot,False
748,look bodi wash leav dri thought pay money get soft want husband say money well spent truli money well spent look forward tri dove,False
749,face wash year love realli gentl great sensit also get rid makeup whole famili keep buy recommend everyon review collect part promot,False
750,bought facial wipe week ago packag pretti appeal howev wipe soft face compar brand also found fulli remov makeup wear still trace find remov makeup easili brand review collect part promot,False
751,brilliant take away make sin burn face brilliant sensit would recommend anyon need wipe requir micellar water give extra cleans factor review collect part promot,False
752,excel wipe perfect sensit remov make make red feel sore chang perfect go makeup remov review collect part promot,False
753,love wipe long rememb take makeup even waterproof mascara iritatw face eye doesnt feel tight afterward love review collect part promot,False
754,great,True
755,good qualiti easi job bob uncl,True
756,great smell great valu money would recommend smaller condition bottl decant purchas,True
757,good,True
758,good leav nice smell irrit,True
759,simpl wipe qualiti significantli inferior,True
760,tast great spici fear might,True
761,bought simpl wipe month ago love scent well clean face great go quick pick tone well love littl mix design make stand review collect part promot,False
762,bought coupl week ago notic sinc becom clearer look glowi struggl normal micellar water hit miss whether work wipe conveni keep besid bed whenev need without much effort review collect part promot,False
763,bought wipe help clean face take make end night good take make need wipe wake whole face make face felt clean wipe dri review collect part promot,False
764,purchas wipe love simpl smell absolut amaz nice new favourit wipe cant wait purchas great valu money review collect part promot,False
765,cautiou first wipe suffer sensit often get sting feel even sensit fragranc free wipe total differ realli moist rub requir light water like feel continu review collect part promot,False
766,tri fairli dri swatch quit conceal hand took faint stain quit impress face wipe face feel refresh cool leav slightest tingl clean behind see wipe take yuck day along makeup ye includ mascara might put wipe pack enough month one day probabl main niggl review collect part promot,False
767,make feel soft clean much better babi wipe like make feel though realli lift dirt makeup remov eye makeup easili review collect part promot,False
768,excel left feel clean healthi great valu money definit forese futur tri similar past gotten result good review collect part promot,False
769,normal oili facial wash week realli saw differ felt cleans clearer notic straightaway soft red blemish compar previou facial wash review collect part promot,False
770,long pleas overpow smell tight leav face oili would definit recommend one best thing happen face review collect part promot,False
771,face felt love soft cool felt refresh readi go fight day even woke feel tire drawn help love smell easi even child far see differ face review collect part promot,False
772,face wash last coupl day morn even part cleans routin realli quit like leav quickli react differ cleanser toner seem less harsh facial wash feel almost moisturis towel dri smell delici delic scent soapi review collect part promot,False
773,cleanser twice day combin realli effect harmoni unlik cleanser dri effect clean readi toner would highli recommend harm colour addit review collect part promot,False
774,face wash day found feel softer touch look clearer brighter feel much cleaner afterward would definit recommend everyon review collect part promot,False
775,amaz would highli recommend buy make feel smooth small amount time mean last longer review collect part promot,False
776,like face wash gentl left feel love smooth cleans feel got makeup im give star anoth great simpl review collect part promot,False
777,usual go high street spent mani year design skincar howev surpris clean felt simpl facial wash neg take eye make easili design face wash price afford expect review collect part promot,False
778,leav feel soft everi day feel like constant glow love continu everyday part routin review collect part promot,False
779,week good cleanser seem dri gentl love way make feel keep feel refresh day review collect part promot,False
780,wipe love fragranc ok job take makeup howev wear light coverag foundat think wear fuller coverag may differ stori also slightli dri side feel great take makeup bad quickli take light coverag makeup review collect part promot,False
781,tri wipe instead usual one last week remov makeup well leav face feel dri would good slightli thicker good consid price would buy review collect part promot,False
782,reciev wipe coupl day ago havent stop sinc dri easili lot wipe leav face smooth would buy review collect part promot,False
783,went away weekend decid wet wipe think amaz wipe great size remov make includ mascara face feel sore look red great review collect part promot,False
784,reviv week ago usual complet differ make make wipe fallen love one deffinalti purchas dri sensit one issu usual struggl fond make leav reaction face review collect part promot,False
785,nice colour packag smell nice took makeup easili got still face wash get rid bit makeup face dri kept moistur well drawback wipe includ week worth less includ least month suppli review collect part promot,False
786,simpl micellar wipe limit addit littl mix wipe seem alright howev easi previou wipe past like babi wipe seem easier wipe makeup packag beauti go lie get makeup hand eye foundat gotta scrub would nice smell know say artifici perfum someth els would nice state wipe dont contain alcohol howev back small write see say cetearyl alcohol still form alcohol apart would need reccomend okay buy review collect part promot,False
787,comfort sunshini day also smell amaz seen thought would tri chang beauti smell gorgeou never smelt anyth good think stick cloth love soft make whole hous smell love cloth dri,False
788,love,True
789,excel left feel clean healthi great valu money definit forese futur tri similar past gotten result good review collect part promot,False
790,suppos effect remov trace makeup gentl sensit buy want good standard toner fanci extra good basic clean well even maskara remain gentl irrit sticki feel defin worth price review collect part promot,False
791,got around week ago tri usual morn routin realli impress feel look great chemic smell oili feel buy reccomend friend famili sure deliveri quick arriv damag great qualiti review collect part promot,False
792,toner great alcohol free kind love morn night clean impur also calm whitout itch wonder happi discov look forward daili review collect part promot,False
793,love toner everi day sinc get definit buy make feel soft makeup goe nice strong smell like toner leav feel extrem tight mostli enjoy toner sensit react lot skincar lucki caus reaction review collect part promot,False
794,happi result kind left feel smooth clean light oili perfect alreadi oili definit recommend amaz review collect part promot,False
795,sooth facial toner love remov residu left behind cleans also love cool feel remov residu ad bonu leav clean clear readi moisturis work magic review collect part promot,False
796,happi receiv work well made spot blemish disappear face feel lot smoother love neutral smell harsh face like review collect part promot,False
797,quit dri face toner help dryness felt dri even left face feel tight overal unpleas mayb certain type might better review collect part promot,False
798,best thing tri feel smooth refresh love believ never part daili routin absolut love would definit recommend everyon want feel refresh review collect part promot,False
799,gentl make feel smooth soft make feel tight like toner smell nice day morn job effect review collect part promot,False
800,alway fan simpl let brand gentl sensit left feel hydrat refresh would defiantli recommend defiantli repurchas finish review collect part promot,False
801,realli impress toner tri mani past agre sensit howev love gentl appli feel tighter smooth import part daili routin review collect part promot,False
802,im glad went back toner id micellar water irrit start simpl toner back normal gentl ive shall buy review collect part promot,False
803,bought wipe help clean face take make end night good take make need wipe wake whole face make face felt clean wipe dri review collect part promot,False
804,nice colour packag smell nice took makeup easili got still face wash get rid bit makeup face dri kept moistur well drawback wipe includ week worth less includ least month suppli review collect part promot,False
805,went away weekend decid wet wipe think amaz wipe great size remov make includ mascara face feel sore look red great review collect part promot,False
806,reviv week ago usual complet differ make make wipe fallen love one deffinalti purchas dri sensit one issu usual struggl fond make leav reaction face review collect part promot,False
807,tri wipe instead usual one last week remov makeup well leav face feel dri would good slightli thicker good consid price would buy review collect part promot,False
808,love dove soap bar liquid soap amaz lather great alway leav feel super clean even smell soap leav shower love alway leav feel great,False
809,love bodi wash dove line favourit one realli like heavi scent realli leav soft moistur nourish feel buy one frequent,False
810,big fan dove doesnt much wow factor feel clean base commerci cant help feel disappoint especi price point dont recommend,False
811,soft one wash stuff crazi like oili dri either actual moistur lot first time buy happi shave never felt better,False
812,bodi wash recent work great moistur pretti decent price,False
813,love bodi soap like appli lotion shower realli dri want act dri reli soap give extra hydrat smell nice keep moistur,False
814,moistur pretti scent well keep moistur day long,False
815,pretti good bodi wash cost friendli plu get job done,False
816,buy n month n alway come back also clear whitehead definit say chang anoth,False
817,lot better wet roll on spray deodor,True
818,love similar luxuri scent,False
819,actual work streak littl,False
820,rich tasti beefi love put stew,False
821,tast noth shame buy noth els anymor,False
822,face wash left face feel realli clean fresh easi easi wash also smell realli nice definetley recommend friend famili review collect part promot,False
823,realli great impress far effect feel light quit sensit great would defo buy packag usual simpl clear direct review collect part promot,False
824,love simpl combin simpl never caus breakout kind face wash refresh part morn routin leav feel cleans fresh review collect part promot,False
825,love face wash like simpl gentl caus reaction red howev unlik sensit actual manag work well time found also remov makeup well particularli stubborn eye makeup review collect part promot,False
826,fine exactli say tin love free perfum paragon gentl remov make like champ shower save time found make feel tight win feel particularli refresh fine job review collect part promot,False
